partition,label
"['rake', 'scapegrac', 'petersburg', 'bottl', 'rum', 'brought', 'window', 'frame', 'prevent', 'anyon', 'sit', 'outer', 'sill', 'forc', 'two', 'footman', 'evid', 'flurri', 'intimid', 'direct', 'shout', 'gentleman', 'around', 'anatol', 'swagger', 'air', 'strode', 'window', 'want', 'smash', 'someth', 'push', 'away', 'footman', 'tug', 'frame', 'could', 'move', 'smash', 'pane', 'tri', 'hercul', 'said', 'turn', 'pierr', 'pierr', 'seiz', 'crossbeam', 'tug', 'wrench', 'oak', 'frame', 'crash', 'take', 'right', 'think', 'hold', 'said', 'dólokhov', 'englishman', 'brag', 'eh']",c
"['right', 'said', 'anatol', 'firstrat', 'said', 'pierr', 'look', 'dólokhov', 'bottl', 'rum', 'hand', 'approach', 'window', 'light', 'sky', 'dawn', 'merg', 'afterglow', 'sunset', 'visibl', 'dólokhov', 'bottl', 'rum', 'still', 'hand', 'jump', 'onto', 'window', 'sill', 'listen', 'cri', 'stand', 'address', 'room', 'silent', 'bet', 'fifti', 'imperi', 'spoke', 'french', 'englishman', 'might', 'understand', 'speak', 'well', 'bet', 'fifti', 'imperi', 'wish', 'make', 'hundr', 'ad', 'address', 'englishman', 'fifti', 'repli', 'latter']",c
"['right', 'fifti', 'imperi', 'drink', 'whole', 'bottl', 'rum', 'without', 'take', 'mouth', 'sit', 'outsid', 'window', 'spot', 'stoop', 'point', 'slope', 'ledg', 'outsid', 'window', 'without', 'hold', 'anyth', 'right', 'quit', 'right', 'said', 'englishman', 'anatol', 'turn', 'englishman', 'take', 'one', 'button', 'coat', 'look', 'himth', 'englishman', 'shortbegan', 'repeat', 'term', 'wager', 'english', 'wait', 'cri', 'dólokhov', 'hammer', 'bottl', 'window', 'sill', 'attract', 'attent', 'wait', 'bit', 'kurágin', 'listen', 'anyon', 'el', 'pay', 'hundr', 'imperi', 'understand', 'englishman']",c
"['nod', 'gave', 'indic', 'whether', 'intend', 'accept', 'challeng', 'anatol', 'releas', 'though', 'kept', 'nod', 'show', 'understood', 'anatol', 'went', 'translat', 'dólokhov', 'word', 'english', 'thin', 'young', 'lad', 'hussar', 'life', 'guard', 'lose', 'even', 'climb', 'window', 'sill', 'lean', 'look', 'oh', 'oh', 'oh', 'mutter', 'look', 'window', 'stone', 'pavement', 'shut', 'cri', 'dólokhov', 'push', 'away', 'window', 'lad', 'jump', 'awkwardli', 'back', 'room', 'trip', 'spur', 'place', 'bottl', 'window', 'sill', 'could', 'reach', 'easili', 'dólokhov', 'climb', 'care', 'slowli', 'window']",c
"['lower', 'leg', 'press', 'side', 'window', 'adjust', 'seat', 'lower', 'hand', 'move', 'littl', 'right', 'left', 'took', 'bottl', 'anatol', 'brought', 'two', 'candl', 'place', 'window', 'sill', 'though', 'alreadi', 'quit', 'light', 'dólokhov', 'back', 'white', 'shirt', 'curli', 'head', 'lit', 'side', 'everyon', 'crowd', 'window', 'englishman', 'front', 'pierr', 'stood', 'smile', 'silent', 'one', 'man', 'older', 'other', 'present', 'suddenli', 'push', 'forward', 'scare', 'angri', 'look', 'want', 'seiz', 'hold', 'dólokhov', 'shirt', 'say', 'folli', 'kill', 'said', 'sensibl', 'man', 'anatol']",c
"['stop', 'touch', 'startl', 'kill', 'eh', 'eh', 'dólokhov', 'turn', 'round', 'hold', 'hand', 'arrang', 'seat', 'anyon', 'come', 'meddl', 'said', 'emit', 'word', 'separ', 'thin', 'compress', 'lip', 'throw', 'say', 'turn', 'round', 'drop', 'hand', 'took', 'bottl', 'lift', 'lip', 'threw', 'back', 'head', 'rais', 'free', 'hand', 'balanc', 'one', 'footman', 'stoop', 'pick', 'broken', 'glass', 'remain', 'posit', 'without', 'take', 'eye', 'window', 'dólokhov', 'back']",c
"['anatol', 'stood', 'erect', 'stare', 'eye', 'englishman', 'look', 'sideway', 'purs', 'lip', 'man', 'wish', 'stop', 'affair', 'ran', 'corner', 'room', 'threw', 'sofa', 'face', 'wall', 'pierr', 'hid', 'face', 'faint', 'smile', 'forgot', 'fade', 'though', 'featur', 'express', 'horror', 'fear', 'still', 'pierr', 'took', 'hand', 'eye', 'dólokhov', 'still', 'sat', 'posit', 'head', 'thrown', 'back', 'till', 'curli', 'hair', 'touch', 'shirt', 'collar', 'hand', 'hold', 'bottl', 'lift', 'higher', 'higher', 'trembl', 'effort', 'bottl', 'empti', 'percept', 'rise', 'still', 'higher', 'head', 'tilt', 'yet', 'back', 'long', 'thought', 'pierr']",c
"['seem', 'half', 'hour', 'elaps', 'suddenli', 'dólokhov', 'made', 'backward', 'movement', 'spine', 'arm', 'trembl', 'nervous', 'suffici', 'caus', 'whole', 'bodi', 'slip', 'sat', 'slope', 'ledg', 'began', 'slip', 'head', 'arm', 'waver', 'still', 'strain', 'one', 'hand', 'move', 'clutch', 'window', 'sill', 'refrain', 'touch', 'pierr', 'cover', 'eye', 'thought', 'would', 'never', 'open', 'suddenli', 'awar', 'stir', 'around', 'look', 'dólokhov', 'stand', 'window', 'sill', 'pale', 'radiant', 'face', 'empti', 'threw', 'bottl', 'englishman', 'caught', 'neatli', 'dólokhov', 'jump', 'smelt', 'strongli']",c
"['rum', 'well', 'done', 'fine', 'fellow', 'bet', 'devil', 'take', 'came', 'differ', 'side', 'englishman', 'took', 'purs', 'began', 'count', 'money', 'dólokhov', 'stood', 'frown', 'speak', 'pierr', 'jump', 'upon', 'window', 'sill', 'gentleman', 'wish', 'bet', 'thing', 'suddenli', 'cri', 'even', 'without', 'bet', 'tell', 'bring', 'bottl', 'bring', 'bottl', 'let', 'let', 'said', 'dólokhov', 'smile', 'next', 'gone', 'mad', 'one', 'would', 'let', 'go', 'giddi', 'even']",c
"['staircas', 'exclaim', 'sever', 'voic', 'drink', 'let', 'bottl', 'rum', 'shout', 'pierr', 'bang', 'tabl', 'determin', 'drunken', 'gestur', 'prepar', 'climb', 'window', 'seiz', 'arm', 'strong', 'everyon', 'touch', 'sent', 'fli', 'never', 'manag', 'way', 'said', 'anatol', 'wait', 'bit', 'get', 'round', 'listen', 'take', 'bet', 'tomorrow', 'go', 'come', 'cri', 'pierr', 'come', 'take', 'bruin', 'u', 'caught', 'bear', 'took', 'arm']",c
"['lift', 'ground', 'began', 'danc', 'round', 'room', 'chapter', 'x', 'princ', 'vasíli', 'kept', 'promis', 'given', 'princess', 'drubetskáya', 'spoken', 'behalf', 'son', 'borí', 'even', 'anna', 'pávlovna', 'soire', 'matter', 'mention', 'emperor', 'except', 'made', 'borí', 'transfer', 'regiment', 'semënov', 'guard', 'rank', 'cornet', 'receiv', 'howev', 'appoint', 'kutúzov', 'staff', 'despit', 'anna', 'mikháylovna', 'endeavor', 'entreati', 'soon', 'anna', 'pávlovna', 'recept', 'anna', 'mikháylovna', 'return', 'moscow', 'went', 'straight', 'rich', 'relat', 'rostóv', 'stay', 'town', 'darl', 'bóri', 'enter', 'regiment', 'line']",c
"['transfer', 'guard', 'cornet', 'educ', 'childhood', 'live', 'year', 'time', 'guard', 'alreadi', 'left', 'petersburg', 'tenth', 'august', 'son', 'remain', 'moscow', 'equip', 'join', 'march', 'radzivílov', 'st', 'natalia', 'day', 'name', 'day', 'two', 'rostóvsth', 'mother', 'youngest', 'daughterboth', 'name', 'natali', 'ever', 'sinc', 'morn', 'carriag', 'six', 'hors', 'come', 'go', 'continu', 'bring', 'visitor', 'countess', 'rostóva', 'big', 'hous', 'povarskáya', 'well', 'known', 'moscow', 'countess', 'handsom', 'eldest', 'daughter', 'draw', 'room', 'visitor', 'came', 'congratul', 'constantli', 'succeed', 'one', 'anoth', 'relay']",c
"['countess', 'woman', 'fortyf', 'thin', 'orient', 'type', 'face', 'evid', 'worn', 'childbearingsh', 'twelv', 'languor', 'motion', 'speech', 'result', 'weak', 'gave', 'distinguish', 'air', 'inspir', 'respect', 'princess', 'anna', 'mikháylovna', 'drubetskáya', 'member', 'household', 'also', 'seat', 'draw', 'room', 'help', 'receiv', 'entertain', 'visitor', 'young', 'peopl', 'one', 'inner', 'room', 'consid', 'necessari', 'take', 'part', 'receiv', 'visitor', 'count', 'met', 'guest', 'saw', 'invit', 'dinner', 'grate', 'mon', 'cher', 'chère', 'call', 'everyon', 'without', 'except', 'without', 'slightest', 'variat', 'tone', 'dear']",c
"['whether', 'rank', 'thank', 'two', 'dear', 'one', 'whose', 'name', 'day', 'keep', 'mind', 'come', 'dinner', 'shall', 'offend', 'chère', 'behalf', 'whole', 'famili', 'beg', 'come', 'mon', 'cher', 'word', 'repeat', 'everyon', 'without', 'except', 'variat', 'express', 'full', 'cheer', 'cleanshaven', 'face', 'firm', 'pressur', 'hand', 'quick', 'repeat', 'bow', 'soon', 'seen', 'visitor', 'return', 'one', 'still', 'draw', 'room', 'drew', 'chair', 'toward', 'jauntili', 'spread', 'leg', 'put', 'hand', 'knee', 'air', 'man']",c
"['enjoy', 'life', 'know', 'live', 'sway', 'fro', 'digniti', 'offer', 'surmis', 'weather', 'touch', 'question', 'health', 'sometim', 'russian', 'sometim', 'bad', 'selfconfid', 'french', 'like', 'man', 'weari', 'unflinch', 'fulfil', 'duti', 'rose', 'see', 'visitor', 'stroke', 'scanti', 'gray', 'hair', 'bald', 'patch', 'also', 'ask', 'dinner', 'sometim', 'way', 'back', 'anteroom', 'would', 'pas', 'conservatori', 'pantri', 'larg', 'marbl', 'dine', 'hall', 'tabl', 'set', 'eighti', 'peopl', 'look', 'footman', 'bring', 'silver', 'china', 'move', 'tabl', 'unfold', 'damask', 'tabl', 'linen', 'would', 'call', 'dmítri', 'vasílevich', 'man', 'good', 'famili']",c
"['manag', 'affair', 'look', 'pleasur', 'enorm', 'tabl', 'would', 'say', 'well', 'dmítri', 'see', 'thing', 'right', 'great', 'thing', 'serv', 'complac', 'sigh', 'would', 'return', 'draw', 'room', 'márya', 'lvóvna', 'karágina', 'daughter', 'announc', 'countess', 'gigant', 'footman', 'bass', 'voic', 'enter', 'draw', 'room', 'countess', 'reflect', 'moment', 'took', 'pinch', 'gold', 'snuffbox', 'husband', 'portrait', 'quit', 'worn', 'caller', 'howev', 'see', 'affect', 'ask', 'said', 'footman']",c
"['sad', 'voic', 'say', 'well', 'finish', 'tall', 'stout', 'proudlook', 'woman', 'roundfac', 'smile', 'daughter', 'enter', 'draw', 'room', 'dress', 'rustl', 'dear', 'countess', 'age', 'laid', 'poor', 'child', 'razumóvski', 'ball', 'countess', 'apráksina', 'delight', 'came', 'sound', 'anim', 'feminin', 'voic', 'interrupt', 'one', 'anoth', 'mingl', 'rustl', 'dress', 'scrape', 'chair', 'one', 'convers', 'began', 'last', 'first', 'paus', 'guest', 'rise', 'rustl', 'dress', 'say', 'delight', 'mamma', 'health', 'countess', 'apráksina', 'rustl', 'pas']",c
"['anteroom', 'put', 'cloak', 'mantl', 'drive', 'away', 'convers', 'chief', 'topic', 'day', 'ill', 'wealthi', 'celebr', 'beau', 'catherin', 'day', 'count', 'bezúkhov', 'illegitim', 'son', 'pierr', 'one', 'behav', 'improperli', 'anna', 'pávlovna', 'recept', 'sorri', 'poor', 'count', 'said', 'visitor', 'bad', 'health', 'vexat', 'son', 'enough', 'kill', 'ask', 'countess', 'know', 'visitor', 'allud', 'though', 'alreadi', 'heard', 'caus', 'count', 'bezúkhov', 'distress', 'fifteen', 'time', 'come', 'modern', 'educ']",c
"['exclaim', 'visitor', 'seem', 'abroad', 'young', 'man', 'allow', 'like', 'petersburg', 'hear', 'terribl', 'thing', 'expel', 'polic', 'say', 'repli', 'countess', 'chose', 'friend', 'badli', 'interpos', 'anna', 'mikháylovna', 'princ', 'vasíli', 'son', 'certain', 'dólokhov', 'said', 'heaven', 'know', 'suffer', 'dólokhov', 'degrad', 'rank', 'bezúkhov', 'son', 'sent', 'back', 'moscow', 'anatol', 'kurágin', 'father', 'manag', 'somehow', 'get', 'son', 'affair', 'hush', 'even', 'order', 'petersburg']",c
"['ask', 'countess', 'regular', 'brigand', 'especi', 'dólokhov', 'repli', 'visitor', 'son', 'márya', 'ivánovna', 'dólokhova', 'worthi', 'woman', 'fanci', 'three', 'got', 'hold', 'bear', 'somewher', 'put', 'carriag', 'set', 'visit', 'actress', 'polic', 'tri', 'interfer', 'young', 'men', 'tie', 'policeman', 'bear', 'back', 'back', 'put', 'bear', 'moyka', 'canal', 'bear', 'swim', 'policeman', 'back', 'nice', 'figur', 'policeman', 'must', 'cut', 'dear', 'shout', 'count', 'die', 'laughter', 'oh', 'dread']",c
"['laugh', 'count', 'yet', 'ladi', 'could', 'help', 'laugh', 'could', 'rescu', 'poor', 'man', 'continu', 'visitor', 'think', 'cyril', 'vladímirovich', 'bezúkhov', 'son', 'amus', 'sensibl', 'manner', 'said', 'well', 'educ', 'clever', 'foreign', 'educ', 'done', 'hope', 'moscow', 'one', 'receiv', 'spite', 'money', 'want', 'introduc', 'quit', 'declin', 'daughter', 'consid', 'say', 'young', 'man', 'rich', 'ask', 'countess', 'turn', 'away', 'girl', 'assum', 'air', 'inattent']",c
"['child', 'illegitim', 'think', 'pierr', 'also', 'illegitim', 'visitor', 'made', 'gestur', 'hand', 'think', 'score', 'princess', 'anna', 'mikháylovna', 'interven', 'convers', 'evid', 'wish', 'show', 'connect', 'knowledg', 'went', 'societi', 'fact', 'matter', 'said', 'significantli', 'also', 'half', 'whisper', 'everyon', 'know', 'count', 'cyril', 'reput', 'lost', 'count', 'child', 'pierr', 'favorit', 'handsom', 'old', 'man', 'still', 'year', 'ago', 'remark', 'countess', 'never', 'seen', 'handsom', 'man', 'much', 'alter', 'said', 'anna', 'mikháylovna', 'well', 'say', 'princ']",c
"['vasíli', 'next', 'heir', 'wife', 'count', 'fond', 'pierr', 'look', 'educ', 'wrote', 'emperor', 'case', 'deathand', 'ill', 'may', 'die', 'moment', 'dr', 'lorrain', 'come', 'petersburgno', 'one', 'know', 'inherit', 'immens', 'fortun', 'pierr', 'princ', 'vasíli', 'forti', 'thousand', 'serf', 'million', 'rubl', 'know', 'well', 'princ', 'vasíli', 'told', 'besid', 'cyril', 'vladímirovich', 'mother', 'second', 'cousin', 'also', 'bóri', 'godfath', 'ad', 'attach', 'import', 'fact', 'princ', 'vasíli', 'arriv', 'moscow', 'yesterday', 'hear', 'come', 'inspect', 'busi']",c
"['remark', 'visitor', 'ye', 'said', 'princess', 'pretext', 'fact', 'come', 'see', 'count', 'cyril', 'vladímirovich', 'hear', 'ill', 'know', 'dear', 'capit', 'joke', 'said', 'count', 'see', 'elder', 'visitor', 'listen', 'turn', 'young', 'ladi', 'imagin', 'funni', 'figur', 'policeman', 'cut', 'wave', 'arm', 'imperson', 'policeman', 'portli', 'form', 'shook', 'deep', 'ring', 'laugh', 'laugh', 'one', 'alway', 'eat', 'well', 'particular', 'drink', 'well', 'come', 'dine', 'u', 'said', 'chapter', 'xi', 'silenc', 'ensu', 'countess', 'look']",c
"['caller', 'smile', 'affabl', 'conceal', 'fact', 'would', 'distress', 'rose', 'took', 'leav', 'visitor', 'daughter', 'alreadi', 'smooth', 'dress', 'inquir', 'look', 'mother', 'suddenli', 'next', 'room', 'heard', 'footstep', 'boy', 'girl', 'run', 'door', 'nois', 'chair', 'fall', 'girl', 'thirteen', 'hide', 'someth', 'fold', 'short', 'muslin', 'frock', 'dart', 'stop', 'short', 'middl', 'room', 'evid', 'intend', 'flight', 'bring', 'far', 'behind', 'doorway', 'appear', 'student', 'crimson', 'coat', 'collar', 'offic', 'guard', 'girl', 'fifteen', 'plump', 'rosyfac', 'boy']",c
"['short', 'jacket', 'count', 'jump', 'sway', 'side', 'side', 'spread', 'arm', 'wide', 'threw', 'round', 'littl', 'girl', 'run', 'ah', 'exclaim', 'laugh', 'pet', 'whose', 'name', 'day', 'dear', 'pet', 'chère', 'time', 'everyth', 'said', 'countess', 'feign', 'sever', 'spoil', 'ilyá', 'ad', 'turn', 'husband', 'dear', 'wish', 'mani', 'happi', 'return', 'name', 'day', 'said', 'visitor', 'charm', 'child', 'ad', 'address', 'mother', 'blackey', 'widemouth', 'girl', 'pretti', 'full', 'lifewith', 'childish', 'bare', 'shoulder']",c
"['run', 'heav', 'shook', 'bodic', 'black', 'curl', 'toss', 'backward', 'thin', 'bare', 'arm', 'littl', 'leg', 'lacefril', 'drawer', 'foot', 'low', 'slipperswa', 'charm', 'age', 'girl', 'longer', 'child', 'though', 'child', 'yet', 'young', 'woman', 'escap', 'father', 'ran', 'hide', 'flush', 'face', 'lace', 'mother', 'mantillanot', 'pay', 'least', 'attent', 'sever', 'remarkand', 'began', 'laugh', 'laugh', 'fragmentari', 'sentenc', 'tri', 'explain', 'doll', 'produc', 'fold', 'frock', 'see', 'doll', 'mimi', 'see', 'natásha', 'manag', 'utter', 'everyth', 'seem', 'funni', 'lean', 'mother', 'burst', 'loud', 'ring', 'fit']",c
"['laughter', 'even', 'prim', 'visitor', 'could', 'help', 'join', 'go', 'away', 'take', 'monstros', 'said', 'mother', 'push', 'away', 'daughter', 'pretend', 'stern', 'turn', 'visitor', 'ad', 'youngest', 'girl', 'natásha', 'rais', 'face', 'moment', 'mother', 'mantilla', 'glanc', 'tear', 'laughter', 'hid', 'face', 'visitor', 'compel', 'look', 'famili', 'scene', 'thought', 'necessari', 'take', 'part', 'tell', 'dear', 'said', 'natásha', 'mimi', 'relat', 'daughter', 'suppos', 'natásha', 'like', 'visitor', 'tone', 'condescens', 'childish', 'thing']",c
"['repli', 'look', 'serious', 'meanwhil', 'younger', 'gener', 'borí', 'offic', 'anna', 'mikháylovna', 'son', 'nichola', 'undergradu', 'count', 'eldest', 'son', 'sónya', 'count', 'fifteenyearold', 'niec', 'littl', 'pétya', 'youngest', 'boy', 'settl', 'draw', 'room', 'obvious', 'tri', 'restrain', 'within', 'bound', 'decorum', 'excit', 'mirth', 'shone', 'face', 'evid', 'back', 'room', 'dash', 'impetu', 'convers', 'amus', 'draw', 'room', 'talk', 'societi', 'scandal', 'weather', 'countess', 'apráksina', 'glanc', 'one', 'anoth', 'hardli', 'abl', 'suppress', 'laughter', 'two', 'young', 'men', 'student', 'offic', 'friend']",c
"['childhood', 'age', 'handsom', 'fellow', 'though', 'alik', 'borí', 'tall', 'fair', 'calm', 'handsom', 'face', 'regular', 'delic', 'featur', 'nichola', 'short', 'curli', 'hair', 'open', 'express', 'dark', 'hair', 'alreadi', 'show', 'upper', 'lip', 'whole', 'face', 'express', 'impetuos', 'enthusiasm', 'nichola', 'blush', 'enter', 'draw', 'room', 'evid', 'tri', 'find', 'someth', 'say', 'fail', 'borí', 'contrari', 'found', 'foot', 'relat', 'quietli', 'humor', 'known', 'doll', 'mimi', 'still', 'quit', 'young', 'ladi', 'nose', 'broken', 'age', 'five', 'year', 'known', 'head', 'crack', 'right', 'across', 'skull', 'said']",c
"['glanc', 'natásha', 'turn', 'away', 'glanc', 'younger', 'brother', 'screw', 'eye', 'shake', 'suppress', 'laughter', 'unabl', 'control', 'longer', 'jump', 'rush', 'room', 'fast', 'nimbl', 'littl', 'foot', 'would', 'carri', 'borí', 'laugh', 'mean', 'go', 'mamma', 'want', 'carriag', 'ask', 'mother', 'smile', 'ye', 'ye', 'go', 'tell', 'get', 'readi', 'answer', 'return', 'smile', 'borí', 'quietli', 'left', 'room', 'went', 'search', 'natásha', 'plump', 'boy', 'ran', 'angrili', 'vex', 'program', 'disturb', 'chapter', 'xii', 'young', 'peopl', 'remain']",c
"['draw', 'room', 'count', 'young', 'ladi', 'visitor', 'countess', 'eldest', 'daughter', 'four', 'year', 'older', 'sister', 'behav', 'alreadi', 'like', 'grownup', 'person', 'nichola', 'sónya', 'niec', 'sónya', 'slender', 'littl', 'brunett', 'tender', 'look', 'eye', 'veil', 'long', 'lash', 'thick', 'black', 'plait', 'coil', 'twice', 'round', 'head', 'tawni', 'tint', 'complexion', 'especi', 'color', 'slender', 'grace', 'muscular', 'arm', 'neck', 'grace', 'movement', 'soft', 'flexibl', 'small', 'limb', 'certain', 'coy', 'reserv', 'manner', 'remind', 'one', 'pretti', 'halfgrown', 'kitten', 'promis', 'becom', 'beauti', 'littl', 'cat', 'evid', 'consid', 'proper', 'show', 'interest']",c
"['gener', 'convers', 'smile', 'spite', 'eye', 'thick', 'long', 'lash', 'watch', 'cousin', 'go', 'join', 'armi', 'passion', 'girlish', 'ador', 'smile', 'could', 'singl', 'instant', 'impos', 'upon', 'anyon', 'clear', 'kitten', 'settl', 'spring', 'energi', 'play', 'cousin', 'soon', 'could', 'like', 'natásha', 'borí', 'escap', 'draw', 'room', 'ah', 'ye', 'dear', 'said', 'count', 'address', 'visitor', 'point', 'nichola', 'friend', 'borí', 'becom', 'offic', 'friendship', 'sake', 'leav', 'univers', 'old', 'father', 'enter', 'militari', 'servic', 'dear', 'place']",c
"['everyth', 'wait', 'archiv', 'depart', 'friendship', 'remark', 'count', 'inquir', 'tone', 'say', 'war', 'declar', 'repli', 'visitor', 'say', 'long', 'said', 'count', 'say', 'end', 'dear', 'friendship', 'repeat', 'join', 'hussar', 'visitor', 'know', 'say', 'shook', 'head', 'friendship', 'declar', 'nichola', 'flare', 'turn', 'away', 'shame', 'asper', 'friendship', 'simpli', 'feel']",c
"['armi', 'vocat', 'glanc', 'cousin', 'young', 'ladi', 'visitor', 'regard', 'smile', 'approb', 'schubert', 'colonel', 'pávlograd', 'hussar', 'dine', 'u', 'today', 'leav', 'take', 'nichola', 'back', 'help', 'said', 'count', 'shrug', 'shoulder', 'speak', 'play', 'matter', 'evid', 'distress', 'alreadi', 'told', 'papa', 'said', 'son', 'wish', 'let', 'go', 'stay', 'know', 'use', 'anywher', 'except', 'armi', 'diplomat', 'govern', 'clerki', 'know', 'hide', 'feel']",c
"['spoke', 'kept', 'glanc', 'flirtati', 'handsom', 'youth', 'sónya', 'young', 'ladi', 'visitor', 'littl', 'kitten', 'feast', 'eye', 'seem', 'readi', 'moment', 'start', 'gambol', 'display', 'kittenish', 'natur', 'right', 'right', 'said', 'old', 'count', 'alway', 'flare', 'buonapart', 'turn', 'head', 'think', 'rose', 'ensign', 'becam', 'emperor', 'well', 'well', 'god', 'grant', 'ad', 'notic', 'visitor', 'sarcast', 'smile', 'elder', 'began', 'talk', 'bonapart', 'juli', 'karágina', 'turn', 'young', 'rostóv', 'piti', 'arkhárov', 'thursday', 'dull', 'without', 'said', 'give']",c
"['tender', 'smile', 'young', 'man', 'flatter', 'sat', 'nearer', 'coquettish', 'smile', 'engag', 'smile', 'juli', 'confidenti', 'convers', 'without', 'notic', 'involuntari', 'smile', 'stab', 'heart', 'sónya', 'blush', 'smile', 'unnatur', 'midst', 'talk', 'glanc', 'round', 'gave', 'passion', 'angri', 'glanc', 'hardli', 'abl', 'restrain', 'tear', 'maintain', 'artifici', 'smile', 'lip', 'got', 'left', 'room', 'nichola', 'anim', 'vanish', 'wait', 'first', 'paus', 'convers', 'distress', 'face', 'left', 'room', 'find', 'sónya', 'plainli', 'young', 'peopl', 'wear', 'heart', 'sleev', 'said', 'anna', 'mikháylovna', 'point', 'nichola', 'went']",c
"['cousinagedangereux', 'voisinag', 'ad', 'cousinhood', 'danger', 'neighborhood', 'ye', 'said', 'countess', 'bright', 'young', 'peopl', 'brought', 'room', 'vanish', 'answer', 'question', 'one', 'put', 'alway', 'mind', 'much', 'suffer', 'much', 'anxieti', 'one', 'go', 'might', 'rejoic', 'yet', 'realli', 'anxieti', 'greater', 'joy', 'one', 'alway', 'alway', 'anxiou', 'especi', 'age', 'danger', 'girl', 'boy', 'depend', 'bring', 'remark', 'visitor', 'ye', 'quit', 'right', 'continu', 'countess', 'till', 'alway', 'thank', 'god']",c
"['child', 'friend', 'full', 'confid', 'said', 'repeat', 'mistak', 'mani', 'parent', 'imagin', 'child', 'secret', 'know', 'shall', 'alway', 'daughter', 'first', 'confidant', 'nichola', 'impuls', 'natur', 'get', 'mischief', 'boy', 'help', 'never', 'like', 'petersburg', 'young', 'men', 'ye', 'splendid', 'splendid', 'youngster', 'chime', 'count', 'alway', 'solv', 'question', 'seem', 'perplex', 'decid', 'everyth', 'splendid', 'fanci', 'want', 'hussar', 'one', 'dear', 'charm', 'creatur', 'younger', 'girl', 'said']",c
"['visitor', 'littl', 'volcano', 'ye', 'regular', 'volcano', 'said', 'count', 'take', 'voic', 'though', 'daughter', 'tell', 'truth', 'say', 'singer', 'second', 'salomoni', 'engag', 'italian', 'give', 'lesson', 'young', 'heard', 'harm', 'voic', 'train', 'age', 'oh', 'young', 'repli', 'count', 'mother', 'use', 'marri', 'twelv', 'thirteen', 'love', 'borí', 'alreadi', 'fanci', 'said', 'countess', 'gentl', 'smile', 'look', 'borí', 'went', 'evid']",c
"['concern', 'thought', 'alway', 'occupi', 'see', 'sever', 'forbid', 'good', 'know', 'might', 'sli', 'meant', 'would', 'kiss', 'know', 'everi', 'word', 'utter', 'come', 'run', 'accord', 'even', 'tell', 'everyth', 'perhap', 'spoil', 'realli', 'seem', 'best', 'plan', 'elder', 'sister', 'stricter', 'ye', 'brought', 'quit', 'differ', 'remark', 'handsom', 'elder', 'daughter', 'countess', 'véra', 'smile', 'smile', 'enhanc', 'véra', 'beauti', 'smile', 'gener', 'contrari', 'gave', 'unnatur', 'therefor']",c
"['unpleas', 'express', 'véra', 'goodlook', 'stupid', 'quick', 'learn', 'well', 'brought', 'pleasant', 'voic', 'said', 'true', 'appropri', 'yet', 'strang', 'say', 'everyoneth', 'visitor', 'countess', 'aliketurn', 'look', 'wonder', 'said', 'felt', 'awkward', 'peopl', 'alway', 'clever', 'eldest', 'child', 'tri', 'make', 'someth', 'except', 'said', 'visitor', 'good', 'deni', 'dear', 'dear', 'countess', 'clever', 'véra', 'said', 'count', 'well', 'turn', 'splendidli', 'ad', 'wink', 'véra', 'guest', 'got', 'took', 'leav']",c
"['promis', 'return', 'dinner', 'manner', 'thought', 'would', 'never', 'go', 'said', 'countess', 'seen', 'guest', 'chapter', 'xiii', 'natásha', 'ran', 'draw', 'room', 'went', 'far', 'conservatori', 'paus', 'stood', 'listen', 'convers', 'draw', 'room', 'wait', 'borí', 'come', 'alreadi', 'grow', 'impati', 'stamp', 'foot', 'readi', 'cri', 'come', 'heard', 'young', 'man', 'discreet', 'step', 'approach', 'neither', 'quickli', 'slowli', 'natásha', 'dash', 'swiftli', 'among', 'flower', 'tub', 'hid', 'borí', 'paus', 'middl', 'room', 'look', 'round', 'brush', 'littl', 'dust', 'sleev', 'uniform', 'go', 'mirror']",c
"['examin', 'handsom', 'face', 'natásha', 'still', 'peer', 'ambush', 'wait', 'see', 'would', 'stood', 'littl', 'glass', 'smile', 'walk', 'toward', 'door', 'natásha', 'call', 'chang', 'mind', 'let', 'look', 'thought', 'hardli', 'borí', 'gone', 'sónya', 'flush', 'tear', 'mutter', 'angrili', 'came', 'door', 'natásha', 'check', 'first', 'impuls', 'run', 'remain', 'hide', 'place', 'watchinga', 'invis', 'capto', 'see', 'went', 'world', 'experienc', 'new', 'peculiar', 'pleasur', 'sónya', 'mutter', 'kept', 'look', 'round', 'toward', 'draw', 'room', 'door', 'open', 'nichola', 'came']",c
"['sónya', 'matter', 'said', 'run', 'noth', 'noth', 'leav', 'alon', 'sob', 'sónya', 'ah', 'know', 'well', 'much', 'better', 'go', 'back', 'sóoonya', 'look', 'tortur', 'like', 'mere', 'fanci', 'said', 'nichola', 'take', 'hand', 'sónya', 'pull', 'away', 'left', 'cri', 'natásha', 'stir', 'scarc', 'breath', 'watch', 'ambush', 'sparkl', 'eye', 'happen', 'thought', 'sónya', 'anyon', 'world', 'alon', 'everyth']",c
